bike_number,rideable_type,country,introduced_date
W000898,classic_bike,US,2023-07-07
W009908,docked_bike,US,2023-07-07
W002680,classic_bike,CAN,2023-04-12
W007011,classic_bike,CAN,2023-04-12
W003554,classic_bike,CAN,2023-04-12
W008680,electric_bike,CAN,2023-04-12
W001620,classic_bike,CAN,2023-04-12
W009112,classic_bike,US,2023-07-07
W009658,classic_bike,US,2023-07-07
W004897,classic_bike,US,2023-07-07
W001141,classic_bike,US,2023-07-07
W001046,classic_bike,US,2023-07-07
W005931,classic_bike,CAN,2023-02-10
W003670,classic_bike,CAN,2023-02-10
W007412,classic_bike,CAN,2023-02-10
W001066,classic_bike,CAN,2023-02-10
W000668,electric_bike,CAN,2023-02-10
W002714,classic_bike,CAN,2023-07-07
W004917,classic_bike,CAN,2023-07-07
W005137,classic_bike,CAN,2023-07-07
W006179,classic_bike,CAN,2023-07-07
W000043,docked_bike,CAN,2023-07-07
W008004,classic_bike,CAN,2023-05-12
W006290,classic_bike,CAN,2023-05-12
W004260,classic_bike,CAN,2023-05-12
W008636,classic_bike,CAN,2023-05-12
W002180,classic_bike,CAN,2023-05-12
W004893,classic_bike,CAN,2023-04-12
W001168,classic_bike,CAN,2023-04-12
W001927,classic_bike,CAN,2023-04-12
W003608,docked_bike,CAN,2023-04-12
W005574,classic_bike,CAN,2023-04-12
W008213,classic_bike,US,2023-02-10
W005385,classic_bike,US,2023-02-10
W009782,electric_bike,US,2023-02-10
W001928,classic_bike,US,2023-02-10
W004219,classic_bike,US,2023-02-10
W001140,classic_bike,CAN,2023-04-12
W002769,classic_bike,CAN,2023-04-12
W002958,classic_bike,CAN,2023-04-12
W000397,classic_bike,CAN,2023-04-12
W003567,classic_bike,CAN,2023-04-12
W009037,classic_bike,US,2023-01-01
W008779,classic_bike,US,2023-01-01
W002604,classic_bike,US,2023-01-01
W001033,classic_bike,US,2023-01-01
W001184,classic_bike,US,2023-01-01
W005099,classic_bike,CAN,2023-05-12
W009671,classic_bike,CAN,2023-05-12
W008963,classic_bike,CAN,2023-05-12
W003407,classic_bike,CAN,2023-05-12
W005013,classic_bike,CAN,2023-05-12
W001286,classic_bike,CAN,2023-01-01
W006682,classic_bike,CAN,2023-01-01
W000343,classic_bike,CAN,2023-01-01
W000383,electric_bike,CAN,2023-01-01
W006315,classic_bike,CAN,2023-01-01
W006409,classic_bike,US,2023-02-10
W005716,classic_bike,US,2023-02-10
W005566,classic_bike,US,2023-02-10
W009724,classic_bike,US,2023-02-10
W000695,classic_bike,US,2023-02-10
W002972,electric_bike,CAN,2023-07-07
W005053,classic_bike,CAN,2023-07-07
W002185,classic_bike,CAN,2023-07-07
W006926,classic_bike,CAN,2023-07-07
W004583,classic_bike,CAN,2023-07-07
W004227,classic_bike,US,2023-04-12
W009894,classic_bike,US,2023-04-12
W004143,classic_bike,US,2023-04-12
W001942,classic_bike,US,2023-04-12
W003520,classic_bike,US,2023-04-12
W008974,classic_bike,CAN,2023-05-12
W000566,classic_bike,CAN,2023-05-12
W007249,classic_bike,CAN,2023-05-12
W001215,classic_bike,CAN,2023-05-12
W005154,classic_bike,CAN,2023-05-12
W000911,classic_bike,CAN,2023-07-07
W000106,docked_bike,CAN,2023-07-07
W006493,classic_bike,CAN,2023-07-07
W004522,classic_bike,CAN,2023-07-07
W000618,classic_bike,CAN,2023-07-07
W003131,classic_bike,CAN,2023-06-18
W005688,classic_bike,CAN,2023-06-18
W006116,classic_bike,CAN,2023-06-18
W001861,classic_bike,CAN,2023-06-18
W007556,classic_bike,CAN,2023-06-18
W009048,classic_bike,US,2023-03-25
W002883,classic_bike,US,2023-03-25
W006684,classic_bike,US,2023-03-25
W007410,classic_bike,US,2023-03-25
W001296,classic_bike,US,2023-03-25
W008284,classic_bike,CAN,2023-02-10
W004062,classic_bike,CAN,2023-02-10
W007095,classic_bike,CAN,2023-02-10
W003392,electric_bike,CAN,2023-02-10
W008325,classic_bike,CAN,2023-02-10
W001367,classic_bike,CAN,2023-04-12
W005427,classic_bike,CAN,2023-04-12
W005534,classic_bike,CAN,2023-04-12
W004995,classic_bike,CAN,2023-04-12
W006051,classic_bike,CAN,2023-04-12
W000496,classic_bike,CAN,2023-02-10
W001414,classic_bike,CAN,2023-02-10
W000597,classic_bike,CAN,2023-02-10
W007014,classic_bike,CAN,2023-02-10
W002223,classic_bike,CAN,2023-02-10
W005448,classic_bike,US,2023-01-01
W009407,classic_bike,US,2023-01-01
W002672,electric_bike,US,2023-01-01
W005378,classic_bike,US,2023-01-01
W003423,docked_bike,US,2023-01-01
W005878,classic_bike,CAN,2023-06-18
W005317,classic_bike,CAN,2023-06-18
W003968,classic_bike,CAN,2023-06-18
W007674,classic_bike,CAN,2023-06-18
W000645,electric_bike,CAN,2023-06-18
W006482,classic_bike,CAN,2023-02-10
W001193,classic_bike,CAN,2023-02-10
W005823,electric_bike,CAN,2023-02-10
W009403,classic_bike,CAN,2023-02-10
W000267,classic_bike,CAN,2023-02-10
W001513,classic_bike,CAN,2023-02-10
W003327,classic_bike,CAN,2023-02-10
W003318,classic_bike,CAN,2023-02-10
W004156,classic_bike,CAN,2023-02-10
W008498,electric_bike,CAN,2023-02-10
W007485,classic_bike,CAN,2023-01-01
W008528,electric_bike,CAN,2023-01-01
W005998,classic_bike,CAN,2023-01-01
W005400,classic_bike,CAN,2023-01-01
W004872,electric_bike,CAN,2023-01-01
W008631,classic_bike,CAN,2023-05-12
W002877,classic_bike,CAN,2023-05-12
W005640,classic_bike,CAN,2023-05-12
W003010,docked_bike,CAN,2023-05-12
W006369,classic_bike,CAN,2023-05-12
W003067,classic_bike,US,2023-07-07
W003193,classic_bike,US,2023-07-07
W004289,classic_bike,US,2023-07-07
W000108,classic_bike,US,2023-07-07
W007953,classic_bike,US,2023-07-07
W005008,electric_bike,CAN,2023-04-12
W007164,classic_bike,CAN,2023-04-12
W003498,classic_bike,CAN,2023-04-12
W000086,classic_bike,CAN,2023-04-12
W000486,classic_bike,CAN,2023-04-12
W001331,electric_bike,US,2023-02-10
W004421,classic_bike,US,2023-02-10
W003153,classic_bike,US,2023-02-10
W005196,classic_bike,US,2023-02-10
W000199,classic_bike,US,2023-02-10
W009686,classic_bike,CAN,2023-05-12
W005517,classic_bike,CAN,2023-05-12
W008675,electric_bike,CAN,2023-05-12
W004428,classic_bike,CAN,2023-05-12
W002374,classic_bike,CAN,2023-05-12
W004810,electric_bike,CAN,2023-04-12
W007072,electric_bike,CAN,2023-04-12
W003236,classic_bike,CAN,2023-04-12
W007770,classic_bike,CAN,2023-04-12
W007483,classic_bike,CAN,2023-04-12
W007519,classic_bike,US,2023-04-12
W005316,classic_bike,US,2023-04-12
W005149,electric_bike,US,2023-04-12
W009753,classic_bike,US,2023-04-12
W004671,classic_bike,US,2023-04-12
W004815,classic_bike,US,2023-03-25
W006817,classic_bike,US,2023-03-25
W007848,classic_bike,US,2023-03-25
W009272,classic_bike,US,2023-03-25
W001874,classic_bike,US,2023-03-25
W000900,classic_bike,CAN,2023-06-18
W004819,classic_bike,CAN,2023-06-18
W007333,classic_bike,CAN,2023-06-18
W000628,classic_bike,CAN,2023-06-18
W009726,classic_bike,CAN,2023-06-18
W001256,classic_bike,US,2023-07-07
W008957,classic_bike,US,2023-07-07
W005145,classic_bike,US,2023-07-07
W003559,classic_bike,US,2023-07-07
W002776,classic_bike,US,2023-07-07
W009984,classic_bike,CAN,2023-06-18
W006064,docked_bike,CAN,2023-06-18
W005858,docked_bike,CAN,2023-06-18
W008613,classic_bike,CAN,2023-06-18
W006627,electric_bike,CAN,2023-06-18
W008708,classic_bike,CAN,2023-04-12
W003477,docked_bike,CAN,2023-04-12
W002260,docked_bike,CAN,2023-04-12
W008278,docked_bike,CAN,2023-04-12
W000872,electric_bike,CAN,2023-04-12
W000346,electric_bike,US,2023-06-18
W004439,classic_bike,US,2023-06-18
W001526,classic_bike,US,2023-06-18
W007659,classic_bike,US,2023-06-18
W002083,electric_bike,US,2023-06-18
W003308,classic_bike,US,2023-04-12
W008938,electric_bike,US,2023-04-12
W002080,docked_bike,US,2023-04-12
W001840,classic_bike,US,2023-04-12
W002239,docked_bike,US,2023-04-12
W001096,classic_bike,CAN,2023-01-01
W007259,classic_bike,CAN,2023-01-01
W005156,classic_bike,CAN,2023-01-01
W002606,electric_bike,CAN,2023-01-01
W009433,classic_bike,CAN,2023-01-01
W003421,classic_bike,CAN,2023-03-25
W002923,classic_bike,CAN,2023-03-25
W009447,classic_bike,CAN,2023-03-25
W002829,classic_bike,CAN,2023-03-25
W006900,classic_bike,CAN,2023-03-25
W005127,docked_bike,CAN,2023-02-10
W005335,classic_bike,CAN,2023-02-10
W008336,classic_bike,CAN,2023-02-10
W007672,classic_bike,CAN,2023-02-10
W003652,classic_bike,CAN,2023-02-10
W002024,classic_bike,CAN,2023-07-07
W004506,classic_bike,CAN,2023-07-07
W002532,classic_bike,CAN,2023-07-07
W008217,classic_bike,CAN,2023-07-07
W007122,classic_bike,CAN,2023-07-07
W009866,classic_bike,CAN,2023-02-10
W001720,classic_bike,CAN,2023-02-10
W007228,classic_bike,CAN,2023-02-10
W002806,docked_bike,CAN,2023-02-10
W002700,classic_bike,CAN,2023-02-10
W000563,classic_bike,US,2023-06-18
W002576,classic_bike,US,2023-06-18
W009271,classic_bike,US,2023-06-18
W005676,classic_bike,US,2023-06-18
W003440,classic_bike,US,2023-06-18
W008743,classic_bike,CAN,2023-01-01
W006067,classic_bike,CAN,2023-01-01
W002445,classic_bike,CAN,2023-01-01
W002520,classic_bike,CAN,2023-01-01
W003434,classic_bike,CAN,2023-01-01
W003888,classic_bike,US,2023-07-07
W009451,classic_bike,US,2023-07-07
W004193,classic_bike,US,2023-07-07
W008741,classic_bike,US,2023-07-07
W006749,electric_bike,US,2023-07-07
W001925,classic_bike,US,2023-01-01
W005355,classic_bike,US,2023-01-01
W007513,classic_bike,US,2023-01-01
W000771,classic_bike,US,2023-01-01
W002356,electric_bike,US,2023-01-01
W003560,classic_bike,US,2023-01-01
W003355,electric_bike,US,2023-01-01
W007480,classic_bike,US,2023-01-01
W001008,classic_bike,US,2023-01-01
W003991,classic_bike,US,2023-01-01
W000510,electric_bike,US,2023-05-12
W006031,classic_bike,US,2023-05-12
W001179,classic_bike,US,2023-05-12
W003281,classic_bike,US,2023-05-12
W005329,classic_bike,US,2023-05-12
W008505,classic_bike,CAN,2023-02-10
W005233,classic_bike,CAN,2023-02-10
W009943,classic_bike,CAN,2023-02-10
W008906,classic_bike,CAN,2023-02-10
W001593,classic_bike,CAN,2023-02-10
W009100,classic_bike,CAN,2023-05-12
W008074,classic_bike,CAN,2023-05-12
W002237,classic_bike,CAN,2023-05-12
W002822,classic_bike,CAN,2023-05-12
W004523,classic_bike,CAN,2023-05-12
W000939,classic_bike,CAN,2023-05-12
W007966,classic_bike,CAN,2023-05-12
W007273,classic_bike,CAN,2023-05-12
W004648,classic_bike,CAN,2023-05-12
W003708,classic_bike,CAN,2023-05-12
W002987,classic_bike,CAN,2023-01-01
W005010,classic_bike,CAN,2023-01-01
W005120,classic_bike,CAN,2023-01-01
W002739,classic_bike,CAN,2023-01-01
W002922,classic_bike,CAN,2023-01-01
W008951,electric_bike,US,2023-03-25
W007699,electric_bike,US,2023-03-25
W009647,docked_bike,US,2023-03-25
W007544,classic_bike,US,2023-03-25
W000774,classic_bike,US,2023-03-25
W002627,classic_bike,CAN,2023-06-18
W002565,classic_bike,CAN,2023-06-18
W008303,classic_bike,CAN,2023-06-18
W004418,classic_bike,CAN,2023-06-18
W009124,classic_bike,CAN,2023-06-18
W000207,classic_bike,US,2023-07-07
W000179,classic_bike,US,2023-07-07
W004598,electric_bike,US,2023-07-07
W008159,classic_bike,US,2023-07-07
W003871,classic_bike,US,2023-07-07
W000786,classic_bike,US,2023-05-12
W008776,docked_bike,US,2023-05-12
W007028,classic_bike,US,2023-05-12
W008069,electric_bike,US,2023-05-12
W003718,classic_bike,US,2023-05-12
W007434,classic_bike,US,2023-02-10
W008977,classic_bike,US,2023-02-10
W008347,classic_bike,US,2023-02-10
W003825,classic_bike,US,2023-02-10
W000807,classic_bike,US,2023-02-10
W006081,electric_bike,US,2023-06-18
W006664,classic_bike,US,2023-06-18
W009815,classic_bike,US,2023-06-18
W009073,classic_bike,US,2023-06-18
W009219,classic_bike,US,2023-06-18
W005827,classic_bike,US,2023-02-10
W000734,classic_bike,US,2023-02-10
W009325,classic_bike,US,2023-02-10
W007539,classic_bike,US,2023-02-10
W004072,classic_bike,US,2023-02-10
W006165,classic_bike,CAN,2023-03-25
W008567,classic_bike,CAN,2023-03-25
W007163,classic_bike,CAN,2023-03-25
W005577,classic_bike,CAN,2023-03-25
W001408,classic_bike,CAN,2023-03-25
W007257,classic_bike,CAN,2023-02-10
W007754,classic_bike,CAN,2023-02-10
W008984,classic_bike,CAN,2023-02-10
W005646,classic_bike,CAN,2023-02-10
W006232,docked_bike,CAN,2023-02-10
W003007,electric_bike,US,2023-06-18
W004864,classic_bike,US,2023-06-18
W004288,classic_bike,US,2023-06-18
W009068,classic_bike,US,2023-06-18
W008696,classic_bike,US,2023-06-18
W008860,electric_bike,CAN,2023-04-12
W005563,classic_bike,CAN,2023-04-12
W001265,classic_bike,CAN,2023-04-12
W007634,classic_bike,CAN,2023-04-12
W006411,classic_bike,CAN,2023-04-12
W007554,docked_bike,US,2023-03-25
W000501,classic_bike,US,2023-03-25
W007195,classic_bike,US,2023-03-25
W005261,classic_bike,US,2023-03-25
W000242,classic_bike,US,2023-03-25
W000172,classic_bike,US,2023-07-07
W000750,classic_bike,US,2023-07-07
W009297,classic_bike,US,2023-07-07
W000224,classic_bike,US,2023-07-07
W002282,classic_bike,US,2023-07-07
W009742,classic_bike,US,2023-05-12
W007205,classic_bike,US,2023-05-12
W008591,classic_bike,US,2023-05-12
W002084,classic_bike,US,2023-05-12
W004128,electric_bike,US,2023-05-12
W007743,classic_bike,CAN,2023-07-07
W006292,classic_bike,CAN,2023-07-07
W005015,classic_bike,CAN,2023-07-07
W004341,classic_bike,CAN,2023-07-07
W009313,classic_bike,CAN,2023-07-07
W002069,electric_bike,CAN,2023-07-07
W001538,classic_bike,CAN,2023-07-07
W007033,classic_bike,CAN,2023-07-07
W009487,electric_bike,CAN,2023-07-07
W004395,classic_bike,CAN,2023-07-07
W002222,classic_bike,CAN,2023-03-25
W002574,classic_bike,CAN,2023-03-25
W003961,classic_bike,CAN,2023-03-25
W004126,classic_bike,CAN,2023-03-25
W008782,classic_bike,CAN,2023-03-25
W000599,classic_bike,US,2023-01-01
W008389,classic_bike,US,2023-01-01
W009680,classic_bike,US,2023-01-01
W001822,classic_bike,US,2023-01-01
W003711,classic_bike,US,2023-01-01
W003449,classic_bike,US,2023-02-10
W006733,classic_bike,US,2023-02-10
W007170,classic_bike,US,2023-02-10
W003591,classic_bike,US,2023-02-10
W002355,classic_bike,US,2023-02-10
W007359,classic_bike,US,2023-03-25
W002873,classic_bike,US,2023-03-25
W001598,electric_bike,US,2023-03-25
W005428,classic_bike,US,2023-03-25
W007090,classic_bike,US,2023-03-25
W009852,classic_bike,US,2023-03-25
W002719,classic_bike,US,2023-03-25
W003877,classic_bike,US,2023-03-25
W000409,classic_bike,US,2023-03-25
W002249,classic_bike,US,2023-03-25
W000972,classic_bike,CAN,2023-02-10
W000186,classic_bike,CAN,2023-02-10
W000923,classic_bike,CAN,2023-02-10
W004432,classic_bike,CAN,2023-02-10
W006159,classic_bike,CAN,2023-02-10
W009666,classic_bike,US,2023-02-10
W000408,classic_bike,US,2023-02-10
W006785,classic_bike,US,2023-02-10
W004029,electric_bike,US,2023-02-10
W006030,classic_bike,US,2023-02-10
W009951,classic_bike,US,2023-02-10
W000227,classic_bike,US,2023-02-10
W007996,classic_bike,US,2023-02-10
W008316,docked_bike,US,2023-02-10
W003205,classic_bike,US,2023-02-10
W007965,classic_bike,CAN,2023-01-01
W009082,classic_bike,CAN,2023-01-01
W001435,classic_bike,CAN,2023-01-01
W004572,classic_bike,CAN,2023-01-01
W005546,classic_bike,CAN,2023-01-01
W003447,electric_bike,CAN,2023-01-01
W003619,classic_bike,CAN,2023-01-01
W003541,classic_bike,CAN,2023-01-01
W001397,electric_bike,CAN,2023-01-01
W005727,classic_bike,CAN,2023-01-01
W001550,classic_bike,CAN,2023-03-25
W007224,classic_bike,CAN,2023-03-25
W007260,classic_bike,CAN,2023-03-25
W000229,classic_bike,CAN,2023-03-25
W006876,classic_bike,CAN,2023-03-25
W006948,classic_bike,CAN,2023-06-18
W001459,electric_bike,CAN,2023-06-18
W000790,classic_bike,CAN,2023-06-18
W007313,classic_bike,CAN,2023-06-18
W000288,classic_bike,CAN,2023-06-18
W000099,classic_bike,US,2023-07-07
W000081,classic_bike,US,2023-07-07
W003919,classic_bike,US,2023-07-07
W009440,docked_bike,US,2023-07-07
W003654,docked_bike,US,2023-07-07
W001609,classic_bike,CAN,2023-03-25
W003529,classic_bike,CAN,2023-03-25
W000704,classic_bike,CAN,2023-03-25
W004078,electric_bike,CAN,2023-03-25
W004422,classic_bike,CAN,2023-03-25
W004271,classic_bike,CAN,2023-07-07
W006899,classic_bike,CAN,2023-07-07
W001142,classic_bike,CAN,2023-07-07
W008819,classic_bike,CAN,2023-07-07
W000162,classic_bike,CAN,2023-07-07
W008979,classic_bike,US,2023-06-18
W009166,classic_bike,US,2023-06-18
W003997,classic_bike,US,2023-06-18
W006639,classic_bike,US,2023-06-18
W008910,classic_bike,US,2023-06-18
W003501,classic_bike,CAN,2023-03-25
W005367,classic_bike,CAN,2023-03-25
W002381,classic_bike,CAN,2023-03-25
W008866,classic_bike,CAN,2023-03-25
W002499,electric_bike,CAN,2023-03-25
W008337,classic_bike,CAN,2023-01-01
W007093,classic_bike,CAN,2023-01-01
W006397,classic_bike,CAN,2023-01-01
W003203,classic_bike,CAN,2023-01-01
W006459,electric_bike,CAN,2023-01-01
W001547,docked_bike,US,2023-05-12
W009396,classic_bike,US,2023-05-12
W003317,classic_bike,US,2023-05-12
W002045,classic_bike,US,2023-05-12
W001188,classic_bike,US,2023-05-12
W002825,classic_bike,CAN,2023-06-18
W003604,classic_bike,CAN,2023-06-18
W005180,classic_bike,CAN,2023-06-18
W009003,docked_bike,CAN,2023-06-18
W002215,classic_bike,CAN,2023-06-18
W006687,classic_bike,CAN,2023-07-07
W001103,classic_bike,CAN,2023-07-07
W009697,classic_bike,CAN,2023-07-07
W009716,classic_bike,CAN,2023-07-07
W006325,classic_bike,CAN,2023-07-07
W001275,classic_bike,US,2023-05-12
W007470,classic_bike,US,2023-05-12
W000960,classic_bike,US,2023-05-12
W002459,classic_bike,US,2023-05-12
W009354,classic_bike,US,2023-05-12
W003684,classic_bike,CAN,2023-02-10
W004936,classic_bike,CAN,2023-02-10
W007125,classic_bike,CAN,2023-02-10
W002864,classic_bike,CAN,2023-02-10
W001448,classic_bike,CAN,2023-02-10
W003830,classic_bike,CAN,2023-04-12
W009663,classic_bike,CAN,2023-04-12
W005152,docked_bike,CAN,2023-04-12
W006178,classic_bike,CAN,2023-04-12
W001375,classic_bike,CAN,2023-04-12
W009710,classic_bike,US,2023-07-07
W005185,classic_bike,US,2023-07-07
W006071,classic_bike,US,2023-07-07
W001012,classic_bike,US,2023-07-07
W008923,electric_bike,US,2023-07-07
W007765,classic_bike,US,2023-02-10
W000776,classic_bike,US,2023-02-10
W000394,classic_bike,US,2023-02-10
W006515,electric_bike,US,2023-02-10
W004459,classic_bike,US,2023-02-10
W004536,classic_bike,US,2023-04-12
W001460,classic_bike,US,2023-04-12
W004195,classic_bike,US,2023-04-12
W007292,classic_bike,US,2023-04-12
W008301,classic_bike,US,2023-04-12
W003093,classic_bike,CAN,2023-04-12
W001204,classic_bike,CAN,2023-04-12
W000928,classic_bike,CAN,2023-04-12
W000414,classic_bike,CAN,2023-04-12
W005207,classic_bike,CAN,2023-04-12
W007075,classic_bike,US,2023-05-12
W000677,classic_bike,US,2023-05-12
W006389,classic_bike,US,2023-05-12
W003401,classic_bike,US,2023-05-12
W009070,classic_bike,US,2023-05-12
W002571,classic_bike,CAN,2023-05-12
W004609,electric_bike,CAN,2023-05-12
W007385,classic_bike,CAN,2023-05-12
W003598,electric_bike,CAN,2023-05-12
W004889,classic_bike,CAN,2023-05-12
W007859,classic_bike,US,2023-01-01
W004726,classic_bike,US,2023-01-01
W000221,classic_bike,US,2023-01-01
W000334,classic_bike,US,2023-01-01
W000185,classic_bike,US,2023-01-01
W006335,classic_bike,CAN,2023-01-01
W009031,classic_bike,CAN,2023-01-01
W006582,classic_bike,CAN,2023-01-01
W009051,classic_bike,CAN,2023-01-01
W003580,classic_bike,CAN,2023-01-01
W006679,classic_bike,US,2023-04-12
W005186,classic_bike,US,2023-04-12
W002290,classic_bike,US,2023-04-12
W007702,classic_bike,US,2023-04-12
W001924,classic_bike,US,2023-04-12
W008780,classic_bike,US,2023-04-12
W003791,classic_bike,US,2023-04-12
W000995,classic_bike,US,2023-04-12
W001376,classic_bike,US,2023-04-12
W003184,classic_bike,US,2023-04-12
W000799,electric_bike,US,2023-07-07
W001712,classic_bike,US,2023-07-07
W005703,classic_bike,US,2023-07-07
W002666,classic_bike,US,2023-07-07
W004625,classic_bike,US,2023-07-07
W003768,classic_bike,US,2023-07-07
W009871,classic_bike,US,2023-07-07
W007226,classic_bike,US,2023-07-07
W008427,classic_bike,US,2023-07-07
W004419,classic_bike,US,2023-07-07
W007526,classic_bike,CAN,2023-01-01
W002798,classic_bike,CAN,2023-01-01
W002011,classic_bike,CAN,2023-01-01
W001967,docked_bike,CAN,2023-01-01
W001727,classic_bike,CAN,2023-01-01
W008625,classic_bike,CAN,2023-07-07
W007085,classic_bike,CAN,2023-07-07
W004711,classic_bike,CAN,2023-07-07
W009800,classic_bike,CAN,2023-07-07
W003861,classic_bike,CAN,2023-07-07
W002352,classic_bike,CAN,2023-02-10
W009831,classic_bike,CAN,2023-02-10
W007933,classic_bike,CAN,2023-02-10
W000481,classic_bike,CAN,2023-02-10
W007102,classic_bike,CAN,2023-02-10
W001964,classic_bike,CAN,2023-01-01
W002090,classic_bike,CAN,2023-01-01
W007724,classic_bike,CAN,2023-01-01
W008255,classic_bike,CAN,2023-01-01
W005291,classic_bike,CAN,2023-01-01
W005892,classic_bike,US,2023-01-01
W005297,classic_bike,US,2023-01-01
W003947,classic_bike,US,2023-01-01
W008022,classic_bike,US,2023-01-01
W005718,classic_bike,US,2023-01-01
W009376,classic_bike,US,2023-02-10
W003480,electric_bike,US,2023-02-10
W008931,classic_bike,US,2023-02-10
W005019,classic_bike,US,2023-02-10
W002068,classic_bike,US,2023-02-10
W004169,classic_bike,US,2023-07-07
W009515,classic_bike,US,2023-07-07
W009499,classic_bike,US,2023-07-07
W004552,classic_bike,US,2023-07-07
W004989,classic_bike,US,2023-07-07
W006762,classic_bike,US,2023-04-12
W004340,classic_bike,US,2023-04-12
W002998,electric_bike,US,2023-04-12
W004358,classic_bike,US,2023-04-12
W009573,classic_bike,US,2023-04-12
W009745,classic_bike,CAN,2023-05-12
W002889,classic_bike,CAN,2023-05-12
W001089,classic_bike,CAN,2023-05-12
W003238,classic_bike,CAN,2023-05-12
W007496,docked_bike,CAN,2023-05-12
W008188,classic_bike,CAN,2023-02-10
W006747,classic_bike,CAN,2023-02-10
W006584,classic_bike,CAN,2023-02-10
W007800,classic_bike,CAN,2023-02-10
W009972,classic_bike,CAN,2023-02-10
W004063,classic_bike,CAN,2023-04-12
W002783,electric_bike,CAN,2023-04-12
W005639,classic_bike,CAN,2023-04-12
W009842,classic_bike,CAN,2023-04-12
W001194,classic_bike,CAN,2023-04-12
W003245,classic_bike,US,2023-02-10
W002378,classic_bike,US,2023-02-10
W004117,classic_bike,US,2023-02-10
W002456,docked_bike,US,2023-02-10
W004118,classic_bike,US,2023-02-10
W002085,classic_bike,CAN,2023-05-12
W007706,electric_bike,CAN,2023-05-12
W005410,classic_bike,CAN,2023-05-12
W006998,classic_bike,CAN,2023-05-12
W008400,docked_bike,CAN,2023-05-12
W000421,classic_bike,US,2023-06-18
W008752,classic_bike,US,2023-06-18
W003431,classic_bike,US,2023-06-18
W006006,classic_bike,US,2023-06-18
W007605,classic_bike,US,2023-06-18
W003771,classic_bike,US,2023-04-12
W001950,classic_bike,US,2023-04-12
W001437,electric_bike,US,2023-04-12
W008845,classic_bike,US,2023-04-12
W004197,classic_bike,US,2023-04-12
W005165,classic_bike,CAN,2023-01-01
W005616,classic_bike,CAN,2023-01-01
W001757,electric_bike,CAN,2023-01-01
W009879,classic_bike,CAN,2023-01-01
W004365,classic_bike,CAN,2023-01-01
W004496,classic_bike,CAN,2023-03-25
W007183,docked_bike,CAN,2023-03-25
W008990,classic_bike,CAN,2023-03-25
W002148,classic_bike,CAN,2023-03-25
W000548,classic_bike,CAN,2023-03-25
W003338,classic_bike,CAN,2023-02-10
W004403,electric_bike,CAN,2023-02-10
W000907,classic_bike,CAN,2023-02-10
W000901,classic_bike,CAN,2023-02-10
W001093,classic_bike,CAN,2023-02-10
W005304,classic_bike,CAN,2023-05-12
W004490,classic_bike,CAN,2023-05-12
W009775,classic_bike,CAN,2023-05-12
W004670,classic_bike,CAN,2023-05-12
W003013,classic_bike,CAN,2023-05-12
W003695,classic_bike,CAN,2023-01-01
W006885,classic_bike,CAN,2023-01-01
W003632,classic_bike,CAN,2023-01-01
W004619,classic_bike,CAN,2023-01-01
W001263,classic_bike,CAN,2023-01-01
W007856,classic_bike,US,2023-02-10
W000272,classic_bike,US,2023-02-10
W008299,classic_bike,US,2023-02-10
W001212,classic_bike,US,2023-02-10
W001279,classic_bike,US,2023-02-10
W000312,classic_bike,CAN,2023-04-12
W000457,classic_bike,CAN,2023-04-12
W002094,classic_bike,CAN,2023-04-12
W007805,electric_bike,CAN,2023-04-12
W008597,classic_bike,CAN,2023-04-12
W002052,electric_bike,US,2023-03-25
W003631,classic_bike,US,2023-03-25
W008545,classic_bike,US,2023-03-25
W008832,classic_bike,US,2023-03-25
W009067,electric_bike,US,2023-03-25
W005386,electric_bike,US,2023-01-01
W001071,classic_bike,US,2023-01-01
W002490,classic_bike,US,2023-01-01
W008589,classic_bike,US,2023-01-01
W004800,classic_bike,US,2023-01-01
W004901,classic_bike,CAN,2023-06-18
W008005,classic_bike,CAN,2023-06-18
W001865,classic_bike,CAN,2023-06-18
W005602,classic_bike,CAN,2023-06-18
W002186,classic_bike,CAN,2023-06-18
W009684,classic_bike,US,2023-05-12
W004958,classic_bike,US,2023-05-12
W005893,classic_bike,US,2023-05-12
W000218,classic_bike,US,2023-05-12
W008789,classic_bike,US,2023-05-12
W008286,classic_bike,US,2023-06-18
W002512,classic_bike,US,2023-06-18
W002304,classic_bike,US,2023-06-18
W007388,classic_bike,US,2023-06-18
W004645,classic_bike,US,2023-06-18
W002702,classic_bike,CAN,2023-02-10
W006303,classic_bike,CAN,2023-02-10
W008791,classic_bike,CAN,2023-02-10
W003585,classic_bike,CAN,2023-02-10
W008651,classic_bike,CAN,2023-02-10
W003172,classic_bike,CAN,2023-03-25
W003744,docked_bike,CAN,2023-03-25
W001977,classic_bike,CAN,2023-03-25
W000349,classic_bike,CAN,2023-03-25
W004855,electric_bike,CAN,2023-03-25
W009641,classic_bike,US,2023-01-01
W008749,classic_bike,US,2023-01-01
W006061,electric_bike,US,2023-01-01
W002380,classic_bike,US,2023-01-01
W008197,classic_bike,US,2023-01-01
W002420,classic_bike,US,2023-05-12
W001440,classic_bike,US,2023-05-12
W003417,classic_bike,US,2023-05-12
W002396,classic_bike,US,2023-05-12
W009091,classic_bike,US,2023-05-12
W008928,classic_bike,CAN,2023-07-07
W001740,classic_bike,CAN,2023-07-07
W001577,classic_bike,CAN,2023-07-07
